case_id,activity,activity_grouped,timestamp,sort_key,user_name,case_po_number,case_po_item,changed_field,changed_from,changed_to
10-1,Lege Bestellposition an,Lege Bestellposition an,2023-01-26 16:17:18,100,Maria Fischer,10,1,,,
10-2,Lege Bestellposition an,Lege Bestellposition an,2023-01-26 16:17:18,100,Maria Fischer,10,2,,,
11-1,Lege Bestellposition an,Lege Bestellposition an,2023-01-30 12:06:15,100,Andreas Weber,11,1,,,
11-2,Lege Bestellposition an,Lege Bestellposition an,2023-01-30 12:06:15,100,Andreas Weber,11,2,,,
11-3,Lege Bestellposition an,Lege Bestellposition an,2023-01-30 12:06:15,100,Andreas Weber,11,3,,,
11-4,Lege Bestellposition an,Lege Bestellposition an,2023-01-30 12:06:15,100,Andreas Weber,11,4,,,
11-5,Lege Bestellposition an,Lege Bestellposition an,2023-01-30 12:06:15,100,Andreas Weber,11,5,,,
12-1,Lege Bestellposition an,Lege Bestellposition an,2023-01-31 14:55:44,100,Thomas Weber,12,1,,,
12-2,Lege Bestellposition an,Lege Bestellposition an,2023-01-31 14:55:44,100,Thomas Weber,12,2,,,
12-3,Lege Bestellposition an,Lege Bestellposition an,2023-01-31 14:55:44,100,Thomas Weber,12,3,,,
12-4,Lege Bestellposition an,Lege Bestellposition an,2023-01-31 14:55:44,100,Thomas Weber,12,4,,,
12-5,Lege Bestellposition an,Lege Bestellposition an,2023-01-31 14:55:44,100,Thomas Weber,12,5,,,
13-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-02 09:42:50,100,Sandra Wagner,13,1,,,
13-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-02 09:42:50,100,Sandra Wagner,13,2,,,
13-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-02 09:42:50,100,Sandra Wagner,13,3,,,
13-4,Lege Bestellposition an,Lege Bestellposition an,2023-02-02 09:42:50,100,Sandra Wagner,13,4,,,
14-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-06 15:59:45,100,Andreas Weber,14,1,,,
14-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-06 15:59:45,100,Andreas Weber,14,2,,,
14-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-06 15:59:45,100,Andreas Weber,14,3,,,
15-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-09 15:17:35,100,Maria Fischer,15,1,,,
15-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-09 15:17:35,100,Maria Fischer,15,2,,,
16-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-10 10:00:00,100,Andreas Weber,16,1,,,
16-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-10 10:00:00,100,Andreas Weber,16,2,,,
16-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-10 10:00:00,100,Andreas Weber,16,3,,,
17-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-13 16:16:15,100,Klaus Wagner,17,1,,,
17-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-13 16:16:15,100,Klaus Wagner,17,2,,,
17-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-13 16:16:15,100,Klaus Wagner,17,3,,,
18-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-14 13:18:49,100,Michael Weber,18,1,,,
18-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-14 13:18:49,100,Michael Weber,18,2,,,
18-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-14 13:18:49,100,Michael Weber,18,3,,,
18-4,Lege Bestellposition an,Lege Bestellposition an,2023-02-14 13:18:49,100,Michael Weber,18,4,,,
18-5,Lege Bestellposition an,Lege Bestellposition an,2023-02-14 13:18:49,100,Michael Weber,18,5,,,
19-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-15 09:13:39,100,Julia Fischer,19,1,,,
19-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-15 09:13:39,100,Julia Fischer,19,2,,,
20-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-17 15:05:20,100,Julia Fischer,20,1,,,
20-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-17 15:05:20,100,Julia Fischer,20,2,,,
20-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-17 15:05:20,100,Julia Fischer,20,3,,,
21-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-20 09:00:25,100,Thomas Becker,21,1,,,
21-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-20 09:00:25,100,Thomas Becker,21,2,,,
21-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-20 09:00:25,100,Thomas Becker,21,3,,,
21-4,Lege Bestellposition an,Lege Bestellposition an,2023-02-20 09:00:25,100,Thomas Becker,21,4,,,
22-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-21 11:20:36,100,Sandra Becker,22,1,,,
22-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-21 11:20:36,100,Sandra Becker,22,2,,,
22-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-21 11:20:36,100,Sandra Becker,22,3,,,
22-4,Lege Bestellposition an,Lege Bestellposition an,2023-02-21 11:20:36,100,Sandra Becker,22,4,,,
22-5,Lege Bestellposition an,Lege Bestellposition an,2023-02-21 11:20:36,100,Sandra Becker,22,5,,,
23-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-22 16:21:32,100,Sandra Becker,23,1,,,
23-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-22 16:21:32,100,Sandra Becker,23,2,,,
23-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-22 16:21:32,100,Sandra Becker,23,3,,,
24-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-23 10:50:59,100,Martin Weber,24,1,,,
24-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-23 10:50:59,100,Martin Weber,24,2,,,
24-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-23 10:50:59,100,Martin Weber,24,3,,,
25-1,Lege Bestellposition an,Lege Bestellposition an,2023-02-27 11:44:08,100,Julia Fischer,25,1,,,
25-2,Lege Bestellposition an,Lege Bestellposition an,2023-02-27 11:44:08,100,Julia Fischer,25,2,,,
25-3,Lege Bestellposition an,Lege Bestellposition an,2023-02-27 11:44:08,100,Julia Fischer,25,3,,,
25-4,Lege Bestellposition an,Lege Bestellposition an,2023-02-27 11:44:08,100,Julia Fischer,25,4,,,
25-5,Lege Bestellposition an,Lege Bestellposition an,2023-02-27 11:44:08,100,Julia Fischer,25,5,,,
26-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-02 14:44:20,100,Klaus Wagner,26,1,,,
27-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-03 12:04:41,100,Sandra Wagner,27,1,,,
27-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-03 12:04:41,100,Sandra Wagner,27,2,,,
27-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-03 12:04:41,100,Sandra Wagner,27,3,,,
27-4,Lege Bestellposition an,Lege Bestellposition an,2023-03-03 12:04:41,100,Sandra Wagner,27,4,,,
27-5,Lege Bestellposition an,Lege Bestellposition an,2023-03-03 12:04:41,100,Sandra Wagner,27,5,,,
28-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-06 11:29:46,100,Klaus Wagner,28,1,,,
28-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-06 11:29:46,100,Klaus Wagner,28,2,,,
29-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-08 16:02:58,100,Maria Wagner,29,1,,,
29-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-08 16:02:58,100,Maria Wagner,29,2,,,
29-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-08 16:02:58,100,Maria Wagner,29,3,,,
29-4,Lege Bestellposition an,Lege Bestellposition an,2023-03-08 16:02:58,100,Maria Wagner,29,4,,,
29-5,Lege Bestellposition an,Lege Bestellposition an,2023-03-08 16:02:58,100,Maria Wagner,29,5,,,
30-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-09 14:17:07,100,Maria Wagner,30,1,,,
30-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-09 14:17:07,100,Maria Wagner,30,2,,,
30-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-09 14:17:07,100,Maria Wagner,30,3,,,
30-4,Lege Bestellposition an,Lege Bestellposition an,2023-03-09 14:17:07,100,Maria Wagner,30,4,,,
31-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-13 13:18:43,100,Michael Hoffmann,31,1,,,
31-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-13 13:18:43,100,Michael Hoffmann,31,2,,,
32-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-16 09:35:48,100,Sandra Becker,32,1,,,
33-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-20 13:35:04,100,Michael Hoffmann,33,1,,,
33-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-20 13:35:04,100,Michael Hoffmann,33,2,,,
33-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-20 13:35:04,100,Michael Hoffmann,33,3,,,
33-4,Lege Bestellposition an,Lege Bestellposition an,2023-03-20 13:35:04,100,Michael Hoffmann,33,4,,,
33-5,Lege Bestellposition an,Lege Bestellposition an,2023-03-20 13:35:04,100,Michael Hoffmann,33,5,,,
34-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-21 10:36:25,100,Michael Hoffmann,34,1,,,
35-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-22 13:44:32,100,Stefan Hoffmann,35,1,,,
35-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-22 13:44:32,100,Stefan Hoffmann,35,2,,,
35-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-22 13:44:32,100,Stefan Hoffmann,35,3,,,
36-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-23 15:03:59,100,Klaus Mueller,36,1,,,
36-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-23 15:03:59,100,Klaus Mueller,36,2,,,
36-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-23 15:03:59,100,Klaus Mueller,36,3,,,
36-4,Lege Bestellposition an,Lege Bestellposition an,2023-03-23 15:03:59,100,Klaus Mueller,36,4,,,
36-5,Lege Bestellposition an,Lege Bestellposition an,2023-03-23 15:03:59,100,Klaus Mueller,36,5,,,
37-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-27 09:59:26,100,Klaus Mueller,37,1,,,
37-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-27 09:59:26,100,Klaus Mueller,37,2,,,
37-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-27 09:59:26,100,Klaus Mueller,37,3,,,
37-4,Lege Bestellposition an,Lege Bestellposition an,2023-03-27 09:59:26,100,Klaus Mueller,37,4,,,
38-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-29 14:49:48,100,Klaus Wagner,38,1,,,
38-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-29 14:49:48,100,Klaus Wagner,38,2,,,
38-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-29 14:49:48,100,Klaus Wagner,38,3,,,
39-1,Lege Bestellposition an,Lege Bestellposition an,2023-03-30 12:54:49,100,Martin Weber,39,1,,,
39-2,Lege Bestellposition an,Lege Bestellposition an,2023-03-30 12:54:49,100,Martin Weber,39,2,,,
39-3,Lege Bestellposition an,Lege Bestellposition an,2023-03-30 12:54:49,100,Martin Weber,39,3,,,
39-4,Lege Bestellposition an,Lege Bestellposition an,2023-03-30 12:54:49,100,Martin Weber,39,4,,,
40-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-03 14:49:44,100,Stefan Hoffmann,40,1,,,
40-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-03 14:49:44,100,Stefan Hoffmann,40,2,,,
40-3,Lege Bestellposition an,Lege Bestellposition an,2023-04-03 14:49:44,100,Stefan Hoffmann,40,3,,,
40-4,Lege Bestellposition an,Lege Bestellposition an,2023-04-03 14:49:44,100,Stefan Hoffmann,40,4,,,
41-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-04 14:05:04,100,Martin Hoffmann,41,1,,,
41-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-04 14:05:04,100,Martin Hoffmann,41,2,,,
41-3,Lege Bestellposition an,Lege Bestellposition an,2023-04-04 14:05:04,100,Martin Hoffmann,41,3,,,
41-4,Lege Bestellposition an,Lege Bestellposition an,2023-04-04 14:05:04,100,Martin Hoffmann,41,4,,,
42-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-05 13:56:54,100,Klaus Mueller,42,1,,,
42-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-05 13:56:54,100,Klaus Mueller,42,2,,,
42-3,Lege Bestellposition an,Lege Bestellposition an,2023-04-05 13:56:54,100,Klaus Mueller,42,3,,,
42-4,Lege Bestellposition an,Lege Bestellposition an,2023-04-05 13:56:54,100,Klaus Mueller,42,4,,,
43-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-07 16:49:14,100,Andreas Weber,43,1,,,
43-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-07 16:49:14,100,Andreas Weber,43,2,,,
43-3,Lege Bestellposition an,Lege Bestellposition an,2023-04-07 16:49:14,100,Andreas Weber,43,3,,,
43-4,Lege Bestellposition an,Lege Bestellposition an,2023-04-07 16:49:14,100,Andreas Weber,43,4,,,
44-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-10 09:34:17,100,Michael Hoffmann,44,1,,,
45-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-12 14:10:23,100,Sandra Mueller,45,1,,,
45-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-12 14:10:23,100,Sandra Mueller,45,2,,,
46-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-17 15:13:21,100,Maria Wagner,46,1,,,
46-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-17 15:13:21,100,Maria Wagner,46,2,,,
47-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-18 13:26:25,100,Maria Fischer,47,1,,,
48-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-19 13:00:29,100,Martin Weber,48,1,,,
49-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-24 14:47:43,100,Sandra Mueller,49,1,,,
49-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-24 14:47:43,100,Sandra Mueller,49,2,,,
50-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-25 10:23:40,100,Martin Hoffmann,50,1,,,
50-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-25 10:23:40,100,Martin Hoffmann,50,2,,,
50-3,Lege Bestellposition an,Lege Bestellposition an,2023-04-25 10:23:40,100,Martin Hoffmann,50,3,,,
50-4,Lege Bestellposition an,Lege Bestellposition an,2023-04-25 10:23:40,100,Martin Hoffmann,50,4,,,
50-5,Lege Bestellposition an,Lege Bestellposition an,2023-04-25 10:23:40,100,Martin Hoffmann,50,5,,,
51-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-27 11:56:32,100,Klaus Wagner,51,1,,,
51-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-27 11:56:32,100,Klaus Wagner,51,2,,,
51-3,Lege Bestellposition an,Lege Bestellposition an,2023-04-27 11:56:32,100,Klaus Wagner,51,3,,,
52-1,Lege Bestellposition an,Lege Bestellposition an,2023-04-28 09:10:20,100,Thomas Weber,52,1,,,
52-2,Lege Bestellposition an,Lege Bestellposition an,2023-04-28 09:10:20,100,Thomas Weber,52,2,,,
52-3,Lege Bestellposition an,Lege Bestellposition an,2023-04-28 09:10:20,100,Thomas Weber,52,3,,,
52-4,Lege Bestellposition an,Lege Bestellposition an,2023-04-28 09:10:20,100,Thomas Weber,52,4,,,
52-5,Lege Bestellposition an,Lege Bestellposition an,2023-04-28 09:10:20,100,Thomas Weber,52,5,,,
53-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-01 13:01:22,100,Sandra Becker,53,1,,,
53-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-01 13:01:22,100,Sandra Becker,53,2,,,
53-3,Lege Bestellposition an,Lege Bestellposition an,2023-05-01 13:01:22,100,Sandra Becker,53,3,,,
54-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-03 12:36:31,100,Martin Weber,54,1,,,
54-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-03 12:36:31,100,Martin Weber,54,2,,,
54-3,Lege Bestellposition an,Lege Bestellposition an,2023-05-03 12:36:31,100,Martin Weber,54,3,,,
55-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-08 09:47:24,100,Thomas Becker,55,1,,,
55-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-08 09:47:24,100,Thomas Becker,55,2,,,
55-3,Lege Bestellposition an,Lege Bestellposition an,2023-05-08 09:47:24,100,Thomas Becker,55,3,,,
56-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-10 12:44:07,100,Andreas Schneider,56,1,,,
56-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-10 12:44:07,100,Andreas Schneider,56,2,,,
56-3,Lege Bestellposition an,Lege Bestellposition an,2023-05-10 12:44:07,100,Andreas Schneider,56,3,,,
56-4,Lege Bestellposition an,Lege Bestellposition an,2023-05-10 12:44:07,100,Andreas Schneider,56,4,,,
56-5,Lege Bestellposition an,Lege Bestellposition an,2023-05-10 12:44:07,100,Andreas Schneider,56,5,,,
57-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-12 11:31:41,100,Thomas Becker,57,1,,,
57-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-12 11:31:41,100,Thomas Becker,57,2,,,
58-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-15 14:13:28,100,Martin Weber,58,1,,,
59-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-16 12:54:57,100,Michael Hoffmann,59,1,,,
59-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-16 12:54:57,100,Michael Hoffmann,59,2,,,
60-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-18 13:47:11,100,Thomas Becker,60,1,,,
61-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-19 14:01:29,100,Andreas Schneider,61,1,,,
62-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-22 09:10:52,100,Sandra Becker,62,1,,,
62-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-22 09:10:52,100,Sandra Becker,62,2,,,
63-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-24 16:47:31,100,Andreas Schneider,63,1,,,
63-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-24 16:47:31,100,Andreas Schneider,63,2,,,
63-3,Lege Bestellposition an,Lege Bestellposition an,2023-05-24 16:47:31,100,Andreas Schneider,63,3,,,
64-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-29 10:33:51,100,Maria Fischer,64,1,,,
65-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-30 15:21:15,100,Martin Hoffmann,65,1,,,
65-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-30 15:21:15,100,Martin Hoffmann,65,2,,,
65-3,Lege Bestellposition an,Lege Bestellposition an,2023-05-30 15:21:15,100,Martin Hoffmann,65,3,,,
65-4,Lege Bestellposition an,Lege Bestellposition an,2023-05-30 15:21:15,100,Martin Hoffmann,65,4,,,
66-1,Lege Bestellposition an,Lege Bestellposition an,2023-05-31 10:01:56,100,Sandra Becker,66,1,,,
66-2,Lege Bestellposition an,Lege Bestellposition an,2023-05-31 10:01:56,100,Sandra Becker,66,2,,,
67-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-01 15:27:26,100,Sandra Wagner,67,1,,,
67-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-01 15:27:26,100,Sandra Wagner,67,2,,,
67-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-01 15:27:26,100,Sandra Wagner,67,3,,,
67-4,Lege Bestellposition an,Lege Bestellposition an,2023-06-01 15:27:26,100,Sandra Wagner,67,4,,,
68-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-02 11:27:05,100,Martin Hoffmann,68,1,,,
68-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-02 11:27:05,100,Martin Hoffmann,68,2,,,
69-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-05 15:32:47,100,Martin Meyer,69,1,,,
70-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-07 13:53:18,100,Julia Fischer,70,1,,,
70-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-07 13:53:18,100,Julia Fischer,70,2,,,
70-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-07 13:53:18,100,Julia Fischer,70,3,,,
71-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-09 16:43:06,100,Martin Weber,71,1,,,
72-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-12 14:10:38,100,Stefan Hoffmann,72,1,,,
72-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-12 14:10:38,100,Stefan Hoffmann,72,2,,,
73-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-14 12:25:58,100,Thomas Becker,73,1,,,
73-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-14 12:25:58,100,Thomas Becker,73,2,,,
73-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-14 12:25:58,100,Thomas Becker,73,3,,,
73-4,Lege Bestellposition an,Lege Bestellposition an,2023-06-14 12:25:58,100,Thomas Becker,73,4,,,
73-5,Lege Bestellposition an,Lege Bestellposition an,2023-06-14 12:25:58,100,Thomas Becker,73,5,,,
74-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-16 12:33:26,100,Stefan Hoffmann,74,1,,,
74-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-16 12:33:26,100,Stefan Hoffmann,74,2,,,
74-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-16 12:33:26,100,Stefan Hoffmann,74,3,,,
74-4,Lege Bestellposition an,Lege Bestellposition an,2023-06-16 12:33:26,100,Stefan Hoffmann,74,4,,,
75-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-19 12:09:46,100,Michael Hoffmann,75,1,,,
75-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-19 12:09:46,100,Michael Hoffmann,75,2,,,
75-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-19 12:09:46,100,Michael Hoffmann,75,3,,,
75-4,Lege Bestellposition an,Lege Bestellposition an,2023-06-19 12:09:46,100,Michael Hoffmann,75,4,,,
75-5,Lege Bestellposition an,Lege Bestellposition an,2023-06-19 12:09:46,100,Michael Hoffmann,75,5,,,
76-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-20 15:30:53,100,Sandra Wagner,76,1,,,
76-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-20 15:30:53,100,Sandra Wagner,76,2,,,
76-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-20 15:30:53,100,Sandra Wagner,76,3,,,
76-4,Lege Bestellposition an,Lege Bestellposition an,2023-06-20 15:30:53,100,Sandra Wagner,76,4,,,
77-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-23 10:30:32,100,Thomas Becker,77,1,,,
78-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-26 09:03:44,100,Martin Weber,78,1,,,
79-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-27 16:44:03,100,Klaus Mueller,79,1,,,
79-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-27 16:44:03,100,Klaus Mueller,79,2,,,
79-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-27 16:44:03,100,Klaus Mueller,79,3,,,
80-1,Lege Bestellposition an,Lege Bestellposition an,2023-06-29 14:28:08,100,Andreas Weber,80,1,,,
80-2,Lege Bestellposition an,Lege Bestellposition an,2023-06-29 14:28:08,100,Andreas Weber,80,2,,,
80-3,Lege Bestellposition an,Lege Bestellposition an,2023-06-29 14:28:08,100,Andreas Weber,80,3,,,
80-4,Lege Bestellposition an,Lege Bestellposition an,2023-06-29 14:28:08,100,Andreas Weber,80,4,,,
80-5,Lege Bestellposition an,Lege Bestellposition an,2023-06-29 14:28:08,100,Andreas Weber,80,5,,,
81-1,Lege Bestellposition an,Lege Bestellposition an,2023-07-03 10:44:12,100,Maria Fischer,81,1,,,
81-2,Lege Bestellposition an,Lege Bestellposition an,2023-07-03 10:44:12,100,Maria Fischer,81,2,,,
81-3,Lege Bestellposition an,Lege Bestellposition an,2023-07-03 10:44:12,100,Maria Fischer,81,3,,,
81-4,Lege Bestellposition an,Lege Bestellposition an,2023-07-03 10:44:12,100,Maria Fischer,81,4,,,
82-1,Lege Bestellposition an,Lege Bestellposition an,2023-07-05 14:42:26,100,Klaus Wagner,82,1,,,
